"Name","DisplayName","PathName","State","StartMode","Description"
"percsas3i","percsas3i","C:\WINDOWS\system32\drivers\percsas3i.sys","Stopped","Manual","percsas3i"
"PktMon","Packet Monitor Driver","C:\WINDOWS\system32\drivers\PktMon.sys","Stopped","Manual","Packet Monitor Driver"
"PktMonApi","Packet Monitor Export Driver","C:\WINDOWS\system32\drivers\PktMonApi.sys","Stopped","Manual","Packet Monitor Export Driver"
"PlutonHeci","Microsoft Pluton Security Service","C:\WINDOWS\system32\DriverStore\FileRepository\pluton-heci.inf_amd64_640b17f99fa088ee\pluton-heci.sys","Stopped","Manual","Microsoft Pluton Security Service"
"PlutonHsp2","Microsoft Pluton Service","C:\WINDOWS\system32\DriverStore\FileRepository\plutonhsp2.inf_amd64_380e24eba15adc2d\PlutonHsp2.sys","Stopped","Manual","Microsoft Pluton Service"
"pmem","Microsoft persistent memory disk driver","C:\WINDOWS\system32\drivers\pmem.sys","Stopped","Manual","Microsoft persistent memory disk driver"
"PNPMEM","Microsoft Memory Module Driver","C:\WINDOWS\system32\drivers\pnpmem.sys","Stopped","Manual","Microsoft Memory Module Driver"
"portcfg","portcfg","C:\WINDOWS\system32\drivers\portcfg.sys","Stopped","Manual","portcfg"
"PptpMiniport","WAN Miniport (PPTP)","C:\WINDOWS\system32\drivers\raspptp.sys","Running","Manual","WAN Miniport (PPTP)"
"PRM","Microsoft PRM Driver","C:\WINDOWS\system32\DriverStore\FileRepository\prm.inf_amd64_7c38475757a1f016\PRM.sys","Running","Boot","Microsoft PRM Driver"
"Processor","Processor Driver","C:\WINDOWS\system32\drivers\processr.sys","Stopped","Manual","Processor Driver"
"Psched","QoS Packet Scheduler","C:\WINDOWS\system32\drivers\pacer.sys","Running","System","QoS Packet Scheduler"
"pvscsi","pvscsi Storage Controller Driver","C:\WINDOWS\system32\drivers\pvscsii.sys","Stopped","Manual","pvscsi Storage Controller Driver"
"pwdrvio","pwdrvio","C:\WINDOWS\system32\pwdrvio.sys","Running","Boot","pwdrvio"
"pwdspio","pwdspio","\??\C:\WINDOWS\system32\pwdspio.sys","Stopped","Manual","pwdspio"
"qcwlan","Qualcomm Extensible Wireless LAN 11BE device driver","C:\WINDOWS\system32\drivers\qcwlan64.sys","Running","Manual","Qualcomm Extensible Wireless LAN 11BE device driver"
"QWAVEdrv","QWAVE driver","C:\WINDOWS\system32\drivers\qwavedrv.sys","Stopped","Manual","QWAVE driver"
"Ramdisk","Windows RAM Disk Driver","C:\WINDOWS\system32\drivers\ramdisk.sys","Stopped","Manual","Windows RAM Disk Driver"
"RasAcd","Remote Access Auto Connection Driver","C:\WINDOWS\system32\DRIVERS\rasacd.sys","Stopped","Manual","Remote Access Auto Connection Driver"
"RasAgileVpn","WAN Miniport (IKEv2)","C:\WINDOWS\system32\drivers\AgileVpn.sys","Running","Manual","WAN Miniport (IKEv2)"
"Rasl2tp","WAN Miniport (L2TP)","C:\WINDOWS\system32\drivers\rasl2tp.sys","Running","Manual","WAN Miniport (L2TP)"
"RasPppoe","Remote Access PPPOE Driver","C:\WINDOWS\system32\DRIVERS\raspppoe.sys","Running","Manual","Remote Access PPPOE Driver"
"RasSstp","WAN Miniport (SSTP)","C:\WINDOWS\system32\drivers\rassstp.sys","Running","Manual","WAN Miniport (SSTP)"
"rdbss","Redirected Buffering Sub System","C:\WINDOWS\system32\DRIVERS\rdbss.sys","Running","System","Redirected Buffering Sub System"
"rdpbus","Remote Desktop Device Redirector Bus Driver","C:\WINDOWS\system32\drivers\rdpbus.sys","Running","Manual","Remote Desktop Device Redirector Bus Driver"
"RDPDR","Remote Desktop Device Redirector Driver","C:\WINDOWS\system32\drivers\rdpdr.sys","Stopped","Manual","Remote Desktop Device Redirector Driver"
"rdyboost","ReadyBoost","C:\WINDOWS\system32\drivers\rdyboost.sys","Running","Boot","ReadyBoost"
"ReFS","ReFS","C:\WINDOWS\system32\drivers\ReFS.sys","Stopped","Manual","ReFS"
"ReFSv1","ReFSv1","C:\WINDOWS\system32\drivers\ReFSv1.sys","Stopped","Manual","ReFSv1"
"RFCOMM","Bluetooth Device (RFCOMM Protocol TDI)","C:\WINDOWS\system32\drivers\rfcomm.sys","Running","Manual","Bluetooth Device (RFCOMM Protocol TDI)"
"rhproxy","Resource Hub proxy driver","C:\WINDOWS\system32\drivers\rhproxy.sys","Running","Manual","Resource Hub proxy driver"
"rspndr","Link-Layer Topology Discovery Responder","C:\WINDOWS\system32\drivers\rspndr.sys","Running","Auto","Link-Layer Topology Discovery Responder"
"rt640x64","Realtek RT640 NT Driver","C:\WINDOWS\system32\drivers\rt640x64.sys","Running","Manual","Realtek RT640 NT Driver"
"RtlWlanu","Realtek Wireless LAN 802.11n USB 2.0 Network Adapter","C:\WINDOWS\system32\drivers\rtwlanu.sys","Stopped","Manual","Realtek Wireless LAN 802.11n USB 2.0 Network Adapter"
"s3cap","s3cap","C:\WINDOWS\system32\drivers\vms3cap.sys","Stopped","Manual","s3cap"
"sbp2port","SBP-2 Transport/Protocol Bus Driver","C:\WINDOWS\system32\drivers\sbp2port.sys","Stopped","Manual","SBP-2 Transport/Protocol Bus Driver"
"scfilter","Smart card PnP Class Filter Driver","C:\WINDOWS\system32\DRIVERS\scfilter.sys","Stopped","Manual","Smart card PnP Class Filter Driver"
"scmbus","Microsoft Storage Class Memory Bus Driver","C:\WINDOWS\system32\drivers\scmbus.sys","Stopped","Manual","Microsoft Storage Class Memory Bus Driver"
"sdbus","sdbus","C:\WINDOWS\system32\drivers\sdbus.sys","Stopped","Manual","sdbus"
"SdcaHidInbox","SoundWire HID Driver","C:\WINDOWS\system32\DriverStore\FileRepository\sdcahid.inf_amd64_a4e3cf15548ccfe2\SdcaHid.sys","Stopped","Manual","SoundWire HID Driver"
"SdcaMfdInbox","SoundWire Audio Multifunction Driver","C:\WINDOWS\system32\DriverStore\FileRepository\sdcamfd.inf_amd64_0f142177b658b67c\SdcaMfd.sys","Stopped","Manual","SoundWire Audio Multifunction Driver"
"sdstor","SD Storage Port Driver","C:\WINDOWS\system32\drivers\sdstor.sys","Stopped","Manual","SD Storage Port Driver"
"SerCx","Serial UART Support Library","C:\WINDOWS\system32\drivers\SerCx.sys","Stopped","Manual","Serial UART Support Library"
"SerCx2","Serial UART Support Library","C:\WINDOWS\system32\drivers\SerCx2.sys","Stopped","Manual","Serial UART Support Library"
"Serenum","Serenum Filter Driver","C:\WINDOWS\system32\drivers\serenum.sys","Stopped","Manual","Serenum Filter Driver"
"Serial","Serial port driver","C:\WINDOWS\system32\drivers\serial.sys","Stopped","Manual","Serial port driver"
"sermouse","Serial Mouse Driver","C:\WINDOWS\system32\drivers\sermouse.sys","Stopped","Manual","Serial Mouse Driver"
"sfloppy","High-Capacity Floppy Disk Drive","C:\WINDOWS\system32\drivers\sfloppy.sys","Stopped","Manual","High-Capacity Floppy Disk Drive"
"silabenm","Silicon Labs CP210x USB to UART Bridge Serial Port Enumerator Driver","C:\WINDOWS\system32\drivers\silabenm.sys","Stopped","Manual","Silicon Labs CP210x USB to UART Bridge Serial Port Enumerator Driver"
"SiSRaid2","SiSRaid2","C:\WINDOWS\system32\drivers\SiSRaid2.sys","Stopped","Manual","SiSRaid2"
"SiSRaid4","SiSRaid4","C:\WINDOWS\system32\drivers\sisraid4.sys","Stopped","Manual","SiSRaid4"
"SmartSAMD","SmartSAMD","C:\WINDOWS\system32\drivers\SmartSAMD.sys","Stopped","Manual","SmartSAMD"
"smbdirect","smbdirect","C:\WINDOWS\system32\DRIVERS\smbdirect.sys","Stopped","Manual","smbdirect"
"snapman","Acronis Snapshots Manager","C:\WINDOWS\system32\DRIVERS\snapman.sys","Running","Boot","Acronis Snapshots Manager"
"spaceparser","spaceparser","C:\WINDOWS\system32\drivers\spaceparser.sys","Stopped","Manual","spaceparser"
"spaceport","Storage Spaces Driver","C:\WINDOWS\system32\drivers\spaceport.sys","Running","Boot","Storage Spaces Driver"
"SpbCx","Simple Peripheral Bus Support Library","C:\WINDOWS\system32\drivers\SpbCx.sys","Running","Manual","Simple Peripheral Bus Support Library"
"srv2","Server SMB 2.xxx Driver","C:\WINDOWS\system32\DRIVERS\srv2.sys","Running","Manual","Server SMB 2.xxx Driver"
"srvnet","srvnet","C:\WINDOWS\system32\DRIVERS\srvnet.sys","Running","Manual","srvnet"
"ssdevfactory","SteelSeries Device Factory Service","C:\WINDOWS\system32\drivers\ssdevfactory.sys","Running","Manual","SteelSeries Device Factory Service"
"ssudqcfilter","SAMSUNG Mobile USB QCRMNET Filter Driver","C:\WINDOWS\system32\drivers\ssudqcfilter.sys","Stopped","Manual","SAMSUNG Mobile USB QCRMNET Filter Driver"
"SteelSeries_Sonar_VAD","SteelSeries Sonar Driver","C:\WINDOWS\system32\DriverStore\FileRepository\steelseries-sonar-vad.inf_amd64_d2a852794d8f7bf8\SteelSeries-Sonar-VAD.sys","Running","Manual","SteelSeries Sonar Driver"
"stexstor","stexstor","C:\WINDOWS\system32\drivers\stexstor.sys","Stopped","Manual","stexstor"
"storahci","Microsoft Standard SATA AHCI Driver","C:\WINDOWS\system32\drivers\storahci.sys","Running","Boot","Microsoft Standard SATA AHCI Driver"
"storflt","Microsoft Hyper-V Storage Accelerator","C:\WINDOWS\system32\drivers\vmstorfl.sys","Stopped","Manual","Microsoft Hyper-V Storage Accelerator"
"stornvme","Microsoft Standard NVM Express Driver","C:\WINDOWS\system32\drivers\stornvme.sys","Running","Boot","Microsoft Standard NVM Express Driver"
"storqosflt","Storage QoS Filter Driver","C:\WINDOWS\system32\drivers\storqosflt.sys","Running","Auto","Storage QoS Filter Driver"
"storufs","Microsoft Universal Flash Storage (UFS) Driver","C:\WINDOWS\system32\drivers\storufs.sys","Stopped","Manual","Microsoft Universal Flash Storage (UFS) Driver"
"storvsc","storvsc","C:\WINDOWS\system32\drivers\storvsc.sys","Stopped","Manual","storvsc"
"swenum","Software Bus Driver","C:\WINDOWS\system32\DriverStore\FileRepository\swenum.inf_amd64_8b9dd76f362e3ec6\swenum.sys","Running","Manual","Software Bus Driver"
"tapnordvpn","TAP-NordVPN Windows Adapter V9","C:\WINDOWS\system32\drivers\tapnordvpn.sys","Running","Manual","TAP-NordVPN Windows Adapter V9"
"Tcpip","TCP/IP Protocol Driver","C:\WINDOWS\system32\drivers\tcpip.sys","Running","Boot","TCP/IP Protocol Driver"
"Tcpip6","@todo.dll,-100;Microsoft IPv6 Protocol Driver","C:\WINDOWS\system32\drivers\tcpip.sys","Stopped","Manual","@todo.dll,-100;Microsoft IPv6 Protocol Driver"
"tcpipreg","@%SystemRoot%\System32\drivers\tcpipreg.sys,-10110,","C:\WINDOWS\system32\drivers\tcpipreg.sys","Running","Auto","@%SystemRoot%\System32\drivers\tcpipreg.sys,-10110,"
"tdx","NetIO Legacy TDI Support Driver","C:\WINDOWS\system32\DRIVERS\tdx.sys","Running","System","NetIO Legacy TDI Support Driver"
"terminpt","Microsoft Remote Desktop Input Driver","C:\WINDOWS\system32\drivers\terminpt.sys","Stopped","Manual","Microsoft Remote Desktop Input Driver"
"ThermalFilter","Microsoft Thermal Filter Driver","C:\WINDOWS\system32\DriverStore\FileRepository\c_thermal.inf_amd64_b38a77a51a7f05bf\ThermalFilter.sys","Stopped","Manual","Microsoft Thermal Filter Driver"
"tib_mounter","Acronis TIB Mounter","C:\WINDOWS\system32\DRIVERS\tib_mounter.sys","Running","Auto","Acronis TIB Mounter"
"TPM","TPM","C:\WINDOWS\system32\drivers\tpm.sys","Running","Manual","TPM"
"TsUsbFlt","Remote Desktop USB Hub Class Filter Driver","C:\WINDOWS\system32\drivers\tsusbflt.sys","Stopped","Manual","Remote Desktop USB Hub Class Filter Driver"
"TsUsbGD","Remote Desktop Generic USB Device","C:\WINDOWS\system32\drivers\TsUsbGD.sys","Stopped","Manual","Remote Desktop Generic USB Device"
"tsusbhub","Remote Desktop USB Hub","C:\WINDOWS\system32\drivers\tsusbhub.sys","Stopped","Manual","Remote Desktop USB Hub"
"tunnel","Microsoft Tunnel Miniport Adapter Driver","C:\WINDOWS\system32\drivers\tunnel.sys","Stopped","Manual","Microsoft Tunnel Miniport Adapter Driver"
"UASPStor","USB Attached SCSI (UAS) Driver","C:\WINDOWS\system32\drivers\uaspstor.sys","Running","Manual","USB Attached SCSI (UAS) Driver"
"UcmCx0101","USB Connector Manager KMDF Class Extension","C:\WINDOWS\system32\Drivers\UcmCx.sys","Stopped","Manual","USB Connector Manager KMDF Class Extension"
"UcmTcpciCx0101","UCM-TCPCI KMDF Class Extension","C:\WINDOWS\system32\Drivers\UcmTcpciCx.sys","Stopped","Manual","UCM-TCPCI KMDF Class Extension"
"UcmUcsiAcpiClient","UCM-UCSI ACPI Client","C:\WINDOWS\system32\drivers\UcmUcsiAcpiClient.sys","Stopped","Manual","UCM-UCSI ACPI Client"
"UcmUcsiCx0101","UCM-UCSI KMDF Class Extension","C:\WINDOWS\system32\Drivers\UcmUcsiCx.sys","Stopped","Manual","UCM-UCSI KMDF Class Extension"
"UCPD","UCPD","C:\WINDOWS\system32\drivers\UCPD.sys","Running","System","UCPD"
"Ucx01000","USB Host Support Library","C:\WINDOWS\system32\drivers\ucx01000.sys","Running","Manual","USB Host Support Library"
"UdeCx","USB Device Emulation Support Library","C:\WINDOWS\system32\drivers\udecx.sys","Stopped","Manual","USB Device Emulation Support Library"
"udfs","udfs","C:\WINDOWS\system32\DRIVERS\udfs.sys","Stopped","Disabled","udfs"
"UEFI","Microsoft UEFI Driver","C:\WINDOWS\system32\DriverStore\FileRepository\uefi.inf_amd64_609b02c2a09b3b3f\UEFI.sys","Running","Manual","Microsoft UEFI Driver"
"UevAgentDriver","UevAgentDriver","C:\WINDOWS\system32\drivers\UevAgentDriver.sys","Stopped","Disabled","UevAgentDriver"
"Ufx01000","USB Function Class Extension","C:\WINDOWS\system32\drivers\ufx01000.sys","Stopped","Manual","USB Function Class Extension"
"UfxChipidea","USB Chipidea Controller","C:\WINDOWS\system32\DriverStore\FileRepository\ufxchipidea.inf_amd64_6e8bb2ed82835828\UfxChipidea.sys","Stopped","Manual","USB Chipidea Controller"
"ufxsynopsys","USB Synopsys Controller","C:\WINDOWS\system32\drivers\ufxsynopsys.sys","Stopped","Manual","USB Synopsys Controller"
"uiomap","Microsoft UIO Mapper Driver Service","C:\WINDOWS\system32\DriverStore\FileRepository\uiomap.inf_amd64_f5d5465d1731583d\uiomap.sys","Running","System","Microsoft UIO Mapper Driver Service"
"umbus","UMBus Enumerator Driver","C:\WINDOWS\system32\DriverStore\FileRepository\umbus.inf_amd64_914dd46b4b013b1b\umbus.sys","Running","Manual","UMBus Enumerator Driver"
"UmPass","Microsoft UMPass Driver","C:\WINDOWS\system32\DriverStore\FileRepository\umpass.inf_amd64_06e016c9ffecbf73\umpass.sys","Running","Manual","Microsoft UMPass Driver"
"UnionFS","UnionFS","C:\WINDOWS\system32\drivers\UnionFS.sys","Running","Auto","UnionFS"
"UrsChipidea","Chipidea USB Role-Switch Driver","C:\WINDOWS\system32\DriverStore\FileRepository\urschipidea.inf_amd64_37fb14618bce547b\urschipidea.sys","Stopped","Manual","Chipidea USB Role-Switch Driver"
"UrsCx01000","USB Role-Switch Support Library","C:\WINDOWS\system32\drivers\urscx01000.sys","Stopped","Manual","USB Role-Switch Support Library"
"UrsSynopsys","Synopsys USB Role-Switch Driver","C:\WINDOWS\system32\DriverStore\FileRepository\urssynopsys.inf_amd64_ef0be23d0f063014\urssynopsys.sys","Stopped","Manual","Synopsys USB Role-Switch Driver"
"usb-platformdetection","Usb Platform Detection Driver","C:\WINDOWS\system32\DriverStore\FileRepository\usb-platformdetection.inf_amd64_e243534e8864d658\usb-platformdetection.sys","Stopped","Manual","Usb Platform Detection Driver"
"Usb4DeviceRouter","USB4 Device Router Service","C:\WINDOWS\system32\DriverStore\FileRepository\usb4devicerouter.inf_amd64_cd4d81f2bc6d8fe2\Usb4DeviceRouter.sys","Running","Manual","USB4 Device Router Service"
"Usb4HostRouter","USB4 Host Router Service","C:\WINDOWS\system32\DriverStore\FileRepository\usb4hostrouter.inf_amd64_1159012f806838ab\Usb4HostRouter.sys","Running","Manual","USB4 Host Router Service"
"usbaudio","USB Audio Driver (WDM)","C:\WINDOWS\system32\drivers\usbaudio.sys","Running","Manual","USB Audio Driver (WDM)"
"usbaudio2","USB Audio 2.0 Service","C:\WINDOWS\system32\drivers\usbaudio2.sys","Stopped","Manual","USB Audio 2.0 Service"
